"dbo","dot_moi","so_moi","stt_moi","dm_capbu"
"13122010198","01","03","00195","0"
"13122011021","01","03","00200","0"
"13122011026","01","03","00205","0"
"13122011027","01","03","00210","0"
"13122011028","01","03","00215","0"
"13122011430","01","03","00220","0"
"13122011431","01","03","00225","0"
"13122011432","01","03","00230","0"
"13122011433","01","03","00235","0"
"13122011437","01","03","00240","0"
"13122011438","01","03","00245","0"
"13122011439","01","03","00250","0"
"13122011440","01","03","00255","0"
"13122011441","01","03","00260","0"
"13122011442","01","03","00265","0"
"13122011443","01","03","00270","0"
"13122011444","01","03","00275","0"
"13122011445","01","03","00280","0"
"13122011447","01","03","00285","0"
"13122011448","01","03","00290","0"
"13122011449","01","03","00295","0"
"13122011450","01","03","00300","0"
"13122011451","01","03","00305","0"
"13122011452","01","03","00310","0"
"13122011454","01","03","00315","0"
"13122011455","01","03","00320","0"
"13122011456","01","03","00325","0"
"13122011457","01","03","00330","0"
"13122011458","01","03","00335","0"
"13122011459","01","03","00340","0"
"13122011460","01","03","00345","0"
"13122011461","01","03","00350","0"
"13122011462","01","03","00355","0"
"13122011463","01","03","00360","0"
"13122011464","01","03","00365","0"
"13122011465","01","03","00370","0"
"13122011466","01","03","00375","0"
"13122011467","01","03","00380","0"
"13122011468","01","03","00385","0"
"13122011469","01","03","00390","0"
"13122011470","01","03","00395","0"
"13122011474","01","03","00400","0"
"13122011475","01","03","00405","0"
"13122011532","01","03","00410","0"
"13122011531","01","03","00415","0"
"13122011530","01","03","00420","0"
"13122011529","01","03","00425","0"
"13122011528","01","03","00430","0"
"13122011527","01","03","00435","0"
"13122011526","01","03","00440","0"
"13122011525","01","03","00445","0"
"13122011524","01","03","00450","0"
"13122011523","01","03","00455","0"
"13122011522","01","03","00460","0"
"13122011521","01","03","00465","0"
"13122011519","01","03","00470","0"
"13122011518","01","03","00475","0"
"13122011517","01","03","00480","0"
"13122011516","01","03","00485","0"
"13122011514","01","03","00490","0"
"13122011513","01","03","00495","0"
"13122011512","01","03","00500","0"
"13122011511","01","03","00505","0"
"13122011510","01","03","00510","0"
"13122011509","01","03","00515","0"
"13122011508","01","03","00520","0"
"13122011507","01","03","00525","0"
"13122011506","01","03","00530","0"
"13122011505","01","03","00535","0"
"13122011504","01","03","00540","0"
"13122011503","01","03","00545","0"
"13122011502","01","03","00550","0"
"13122011501","01","03","00555","0"
"13122011500","01","03","00560","0"
"13122011499","01","03","00565","0"
"13122011498","01","03","00570","0"
"13122011497","01","03","00575","0"
"13122011496","01","03","00580","0"
"13122011495","01","03","00585","0"
"13122011494","01","03","00590","0"
"13122011493","01","03","00595","0"
"13122011492","01","03","00600","0"
"13122011491","01","03","00605","0"
"13122011490","01","03","00610","0"
"13122011489","01","03","00615","0"
"13122011487","01","03","00620","0"
"13122011488","01","03","00625","0"
"13122011486","01","03","00630","0"
"13122011485","01","03","00635","0"
"13122011484","01","03","00640","0"
"13122011483","01","03","00645","0"
"13122011482","01","03","00650","0"
"13122011481","01","03","00655","0"
"13122011480","01","03","00660","0"
"13122011029","01","03","00665","0"
"13122011030","01","03","00670","0"
"13122011031","01","03","00675","0"
"13122011032","01","03","00680","0"
"13122011033","01","03","00685","0"
"13122011944","01","04","00005","0"
"13122011943","01","04","00010","0"
"13122011942","01","04","00015","0"
"13122011941","01","04","00020","0"
"13122011940","01","04","00025","0"
"13122011939","01","04","00030","0"
"13122011936","01","04","00035","0"
"13122011935","01","04","00040","0"
"13122011934","01","04","00045","0"
"13122011933","01","04","00050","0"
"13122020399","01","04","00055","0"
"13122011930","01","04","00060","0"
"13122011929","01","04","00065","0"
"13122011949","01","04","00070","0"
"13122011950","01","04","00075","0"
"13122011951","01","04","00080","0"
"13122011952","01","04","00085","0"
"13122011953","01","04","00090","0"
"13122011954","01","04","00095","0"
"13122011894","01","04","00100","0"
"13122011897","01","04","00105","0"
"13122011898","01","04","00110","0"
"13122011899","01","04","00115","0"
"13122011900","01","04","00120","0"
"13122011901","01","04","00125","0"
"13122011902","01","04","00130","0"
"13122011903","01","04","00135","0"
"13122011904","01","04","00140","0"
"13122011905","01","04","00145","0"
"13122011906","01","04","00150","0"
"13122011908","01","04","00155","0"
"13122011909","01","04","00160","0"
"13122011910","01","04","00165","0"
"13122011916","01","04","00170","0"
"13122011917","01","04","00175","0"
"13122011919","01","04","00180","0"
"13122011920","01","04","00185","0"
"13122011922","01","04","00190","0"
"13122011932","01","04","00195","0"
"13122011924","01","04","00200","0"
"13122011398","01","04","00205","0"
"13122011397","01","04","00210","0"
"13122011405","01","04","00215","0"
"13122011399","01","04","00220","0"
"13122011400","01","04","00225","0"
"13122011401","01","04","00230","0"
"13122011402","01","04","00235","0"
"13122011403","01","04","00240","0"
"13122011408","01","04","00245","0"
"13122011409","01","04","00250","0"
"13122011410","01","04","00255","0"
"13122011411","01","04","00260","0"
"13122011412","01","04","00265","0"
"13122011419","01","04","00270","0"
"13122011415","01","04","00275","0"
"13122011416","01","04","00280","0"
"13122011417","01","04","00285","0"
"13122011420","01","04","00290","0"
"13122011421","01","04","00295","0"
"13122011396","01","04","00300","0"
"13122011423","01","04","00305","0"
"13122011424","01","04","00310","0"
"13122011425","01","04","00315","0"
"13122011426","01","04","00320","0"
"13122011404","01","04","00325","0"
"13122011390","01","04","00330","0"
"13122011389","01","04","00335","0"
"13122011388","01","04","00340","0"
"13122011387","01","04","00345","0"
"13122011386","01","04","00350","0"
"13122011385","01","04","00355","0"
"13122011384","01","04","00360","0"
"13122011383","01","04","00365","0"
"13122011382","01","04","00370","0"
"13122011381","01","04","00375","0"
"13122011379","01","04","00380","0"
"13122011378","01","04","00385","0"
"13122011377","01","04","00390","0"
"13122011376","01","04","00395","0"
"13122011375","01","04","00400","0"
"13122011374","01","04","00405","0"
"13122011373","01","04","00410","0"
"13122011372","01","04","00415","0"
"13122011371","01","04","00420","0"
"13122011370","01","04","00425","0"
"13122011369","01","04","00430","0"
"13122011368","01","04","00435","0"
"13122011367","01","04","00440","0"
"13122011366","01","04","00445","0"
"13122011365","01","04","00450","0"
"13122011364","01","04","00455","0"
"13122011363","01","04","00460","0"
"13122011362","01","04","00465","0"
"13122011361","01","04","00470","0"
"13122011360","01","04","00475","0"
"13122011359","01","04","00480","0"
"13122011358","01","04","00485","0"
"13122011356","01","04","00490","0"
"13122011355","01","04","00495","0"
"13122011354","01","04","00500","0"
"13122011353","01","04","00505","0"
"13122011352","01","04","00510","0"
"13122011351","01","04","00515","0"
"13122011350","01","04","00520","0"
"13132118809","01","04","00525","0"
"13132118795","01","04","00530","0"
"13132118806","01","04","00535","0"
"13132118810","01","04","00540","0"
"13132118796","01","04","00545","0"
"13132118811","01","04","00550","0"
"13132118812","01","04","00555","0"
"13132116997","01","04","00560","0"
"13132116998","01","04","00565","0"
"13132118815","01","04","00570","0"
"13132118816","01","04","00575","0"
"13122011870","01","04","00580","0"
"13122011869","01","04","00585","0"
"13122011871","01","04","00590","0"
"13122011872","01","04","00595","0"
"13122011873","01","04","00600","0"
"13122011874","01","04","00605","0"
"13122011877","01","04","00610","0"
"13122011875","01","04","00615","0"
"13122011876","01","04","00620","0"
"13122011878","01","04","00625","0"
"13122011879","01","04","00630","0"
"13122011880","01","04","00635","0"
"13122011881","01","04","00640","0"
"13122011882","01","04","00645","0"
"13122011883","01","04","00650","0"
"13122011884","01","04","00655","0"
"13122011889","01","04","00660","0"
"13122011885","01","04","00665","0"
"13122011888","01","04","00670","0"
"13122011852","01","05","00005","0"
"13122011853","01","05","00010","0"
"13122011854","01","05","00015","0"
"13122011855","01","05","00020","0"
"13122011856","01","05","00025","0"
"13122011857","01","05","00030","0"
"13122011858","01","05","00035","0"
"13122011859","01","05","00040","0"
"13122011860","01","05","00045","0"
"13122011861","01","05","00050","0"
"13122011862","01","05","00055","0"
"13122011863","01","05","00060","0"
"13122011864","01","05","00065","0"
"13122011865","01","05","00070","0"
"13122011866","01","05","00075","0"
"13122011867","01","05","00080","0"
"13122011838","01","05","00085","0"
"13122011839","01","05","00090","0"
"13122011840","01","05","00095","0"
"13122011849","01","05","00100","0"
"13122011836","01","05","00105","0"
"13122011841","01","05","00110","0"
"13122011837","01","05","00115","0"
"13122011844","01","05","00120","0"
"13122011842","01","05","00125","0"
"13122011843","01","05","00130","0"
"13122011845","01","05","00135","0"
"13122011835","01","05","00140","0"
"13122011847","01","05","00145","0"
"13122011848","01","05","00150","0"
"13122011846","01","05","00155","0"
"13122011850","01","05","00160","0"
"13122011807","01","05","00165","0"
"13122011805","01","05","00170","0"
"13122011891","01","05","00175","0"
"13122011803","01","05","00180","0"
"13122011802","01","05","00185","0"
"13132118904","01","05","00190","0"
"13132118905","01","05","00195","0"
"13132118807","01","05","00200","0"
"13132116797","01","05","00205","0"
"13132116795","01","05","00210","0"
"13132116791","01","05","00215","0"
"13132116789","01","05","00220","0"
"13132116787","01","05","00225","0"
"13132116785","01","05","00230","0"
"13132116783","01","05","00235","0"
"13132116781","01","05","00240","0"
"13132116775","01","05","00245","0"
"13132116773","01","05","00250","0"
"13132116772","01","05","00255","0"
"13132116771","01","05","00260","0"
"13132116769","01","05","00265","0"
"13132116768","01","05","00270","0"
"13132116767","01","05","00275","0"
"13132116766","01","05","00280","0"
"13132116765","01","05","00285","0"
"13132116764","01","05","00290","0"
"13132116763","01","05","00295","0"
"13132116754","01","05","00300","0"
"13132116753","01","05","00305","0"
"13132116752","01","05","00310","0"
"13132116749","01","05","00315","0"
"13132116748","01","05","00320","0"
"13132116747","01","05","00325","0"
"13132116746","01","05","00330","0"
"13132116755","01","05","00335","0"
"13132116745","01","05","00340","0"
"13132116744","01","05","00345","0"
"13132116743","01","05","00350","0"
"13132116742","01","05","00355","0"
"13132116741","01","05","00360","0"
"13132116756","01","05","00365","0"
"13132116739","01","05","00370","0"
"13132116737","01","05","00375","0"
"13132116736","01","05","00380","0"
"13132116740","01","05","00385","0"
"13132116738","01","05","00390","0"
"13132117307","01","05","00395","0"
"13132117212","01","05","00400","0"
"13132117305","01","05","00405","0"
"13122017500","01","05","00410","0"
"13122017478","01","05","00415","0"
"13122017479","01","05","00420","0"
"13122017480","01","05","00425","0"
"13122017481","01","05","00430","0"
"13122017482","01","05","00435","0"
"13122017483","01","05","00440","0"
"13122017484","01","05","00445","0"
"13122017485","01","05","00450","0"
"13122017486","01","05","00455","0"
"13122017487","01","05","00460","0"
"13122017488","01","05","00465","0"
"13122017489","01","05","00470","0"
"13122017400","01","05","00475","0"
"13122017401","01","05","00480","0"
"13122017402","01","05","00485","0"
"13122017403","01","05","00490","0"
"13122017404","01","05","00495","0"
"13122017405","01","05","00500","0"
"13122017406","01","05","00505","0"
"13122017399","01","05","00510","0"
"13122017407","01","05","00515","0"
"13122017408","01","05","00520","0"
"13122017409","01","05","00525","0"
"13122017410","01","05","00530","0"
"13122017411","01","05","00535","0"
"13122017412","01","05","00540","0"
"13122017413","01","05","00545","0"
"13122017414","01","05","00550","0"
"13122017415","01","05","00555","0"
"13122017417","01","05","00560","0"
"13122017418","01","05","00565","0"
"13122017420","01","05","00570","0"
"13122017421","01","05","00575","0"
"13122017422","01","05","00580","0"
"13122017423","01","05","00585","0"
"13122017424","01","05","00590","0"
"13122017425","01","05","00595","0"
"13122017426","01","05","00600","0"
"13122017427","01","05","00605","0"
"13122017428","01","05","00610","0"
"13122017430","01","05","00615","0"
"13122017429","01","05","00620","0"
"13122017431","01","05","00625","0"
"13122017432","01","05","00630","0"
"13122017434","01","05","00635","0"
"13122017436","01","05","00640","0"
"13122017437","01","05","00645","0"
"13122017438","01","05","00650","0"
"13122017439","01","05","00655","0"
"13122017441","01","05","00660","0"
"13122017440","01","05","00665","0"
"13122017442","01","05","00670","0"
"13122017443","01","05","00675","0"
"13122017444","01","05","00680","0"
"13122017445","01","05","00685","0"
"13122017446","01","06","00005","0"
"13122017447","01","06","00010","0"
"13122017456","01","06","00015","0"
"13122017448","01","06","00020","0"
"13122017449","01","06","00025","0"
"13122017450","01","06","00030","0"
"13122017451","01","06","00035","0"
"13122017452","01","06","00040","0"
"13122017455","01","06","00045","0"
"13122017453","01","06","00050","0"
"13122017454","01","06","00055","0"
"13122020756","01","06","00060","0"
"13122020757","01","06","00065","0"
"13122020758","01","06","00070","0"
"13122020759","01","06","00075","0"
"13122020760","01","06","00080","0"
"13122020761","01","06","00085","0"
"13122020762","01","06","00090","0"
"13122020763","01","06","00095","0"
"13122020764","01","06","00100","0"
"13122017346","01","06","00105","0"
"13122020766","01","06","00110","0"
"13122020767","01","06","00115","0"
"13122020768","01","06","00120","0"
"13122020769","01","06","00125","0"
"13122020770","01","06","00130","0"
"13122017352","01","06","00135","0"
"13122020755","01","06","00140","0"
"13122020754","01","06","00145","0"
"13122020752","01","06","00150","0"
"13122020753","01","06","00155","0"
"13122020751","01","06","00160","0"
"13122020750","01","06","00165","0"
"13122020794","01","06","00170","0"
"13122020793","01","06","00175","0"
"13122020792","01","06","00180","0"
"13122020791","01","06","00185","0"
"13122017370","01","06","00190","0"
"13122020789","01","06","00195","0"
"13122020787","01","06","00200","0"
"13122017367","01","06","00205","0"
"13122020786","01","06","00210","0"
"13122020785","01","06","00215","0"
"13122020784","01","06","00220","0"
"13122020783","01","06","00225","0"
"13122020782","01","06","00230","0"
"13122020781","01","06","00235","0"
"13122020732","01","06","00240","0"
"13122020733","01","06","00245","0"
"13122020734","01","06","00250","0"
"13122020741","01","06","00255","0"
"13122020735","01","06","00260","0"
"13122020736","01","06","00265","0"
"13122020737","01","06","00270","0"
"13122020738","01","06","00275","0"
"13122020739","01","06","00280","0"
"13122020740","01","06","00285","0"
"13122020198","01","06","00290","0"
"13122020192","01","06","00295","0"
"13122020197","01","06","00300","0"
"13122020196","01","06","00305","0"
"13122020195","01","06","00310","0"
"13122020194","01","06","00315","0"
"13122020193","01","06","00320","0"
"13122020190","01","06","00325","0"
"13122020191","01","06","00330","0"
"13122020199","01","06","00335","0"
"13122020710","01","06","00340","0"
"13122020711","01","06","00345","0"
"13122020714","01","06","00350","0"
"13122017719","01","06","00355","0"
"13122020717","01","06","00360","0"
"13122020718","01","06","00365","0"
"13122020719","01","06","00370","0"
"13122020720","01","06","00375","0"
"13122020178","01","06","00380","0"
"13122020177","01","06","00385","0"
"13122020170","01","06","00390","0"
"13122020169","01","06","00395","0"
"13122017771","01","06","00400","0"
"13122017770","01","06","00405","0"
"13122020166","01","06","00410","0"
"13122017775","01","06","00415","0"
"13122020167","01","06","00420","0"
"13122020171","01","06","00425","0"
"13122017769","01","06","00430","0"
"13122020158","01","06","00435","0"
"13122017767","01","06","00440","0"
"13122017766","01","06","00445","0"
"13122020155","01","06","00450","0"
"13122020154","01","06","00455","0"
"13122017760","01","06","00460","0"
"13122020172","01","06","00465","0"
"13122020189","01","06","00470","0"
"13122020184","01","06","00475","0"
"13122020181","01","06","00480","0"
"13122020188","01","06","00485","0"
"13122020187","01","06","00490","0"
"13122020186","01","06","00495","0"
"13122020185","01","06","00500","0"
"13122020183","01","06","00505","0"
"13122020117","01","06","00510","0"
"13122020115","01","06","00515","0"
"13122020114","01","06","00520","0"
"13122020113","01","06","00525","0"
"13122017584","01","06","00530","0"
"13122020111","01","06","00535","0"
"13122020110","01","06","00540","0"
"13122020109","01","06","00545","0"
"13122020108","01","06","00550","0"
"13122017579","01","06","00555","0"
"13122017578","01","06","00560","0"
"13122020106","01","06","00565","0"
"13122017576","01","06","00570","0"
"13122020104","01","06","00575","0"
"13122020103","01","06","00580","0"
"13122020102","01","06","00585","0"
"13122020101","01","06","00590","0"
"13122020100","01","06","00595","0"
"13122020138","01","06","00600","0"
"13122020137","01","06","00605","0"
"13122020136","01","06","00610","0"
"13122020135","01","06","00615","0"
"13122020134","01","06","00620","0"
"13122020133","01","06","00625","0"
"13122020132","01","06","00630","0"
"13122020131","01","06","00635","0"
"13122020130","01","06","00640","0"
"13122020129","01","06","00645","0"
"13122020128","01","06","00650","0"
"13122020127","01","06","00655","0"
"13122020071","01","06","00660","0"
"13122020070","01","06","00665","0"
"13122020068","01","06","00670","0"
"13122020069","01","06","00675","0"
"13122020067","01","06","00680","0"
"13122020066","01","06","00685","0"
"13122020065","01","06","00690","0"
"13122020064","01","06","00695","0"
"13122020063","01","06","00700","0"
"13122020062","01","06","00705","0"
"13122020061","01","06","00710","0"
"13122020060","01","06","00715","0"
"13122020059","01","06","00720","0"
"13122020058","01","06","00725","0"
"13122020057","01","07","00005","0"
"13122020056","01","07","00010","0"
"13122020055","01","07","00015","0"
"13122020054","01","07","00020","0"
"13122020052","01","07","00025","0"
"13122017512","01","07","00030","0"
"13122020051","01","07","00035","0"
"13122020050","01","07","00040","0"
"13122020096","01","07","00045","0"
"13122020095","01","07","00050","0"
"13122020094","01","07","00055","0"
"13122020093","01","07","00060","0"
"13122020092","01","07","00065","0"
"13122020091","01","07","00070","0"
"13122020089","01","07","00075","0"
"13122020090","01","07","00080","0"
"13122020088","01","07","00085","0"
"13122020087","01","07","00090","0"
"13122020086","01","07","00095","0"
"13122020085","01","07","00100","0"
"13122020084","01","07","00105","0"
"13122020083","01","07","00110","0"
"13122020082","01","07","00115","0"
"13122020081","01","07","00120","0"
"13122020027","01","07","00125","0"
"13122020026","01","07","00130","0"
"13122020025","01","07","00135","0"
"13122020024","01","07","00140","0"
"13122020023","01","07","00145","0"
"13122020022","01","07","00150","0"
"13122020021","01","07","00155","0"
"13122020020","01","07","00160","0"
"13122020019","01","07","00165","0"
"13122020018","01","07","00170","0"
"13122020017","01","07","00175","0"
"13122020015","01","07","00180","0"
"13122020014","01","07","00185","0"
"13122020013","01","07","00190","0"
"13122020012","01","07","00195","0"
"13122020011","01","07","00200","0"
"13122020010","01","07","00205","0"
"13122020005","01","07","00210","0"
"13122020004","01","07","00215","0"
"13122020003","01","07","00220","0"
"13122020001","01","07","00225","0"
"13122020002","01","07","00230","0"
"13122020045","01","07","00235","0"
"13122020044","01","07","00240","0"
"13122020046","01","07","00245","0"
"13122020047","01","07","00250","0"
"13122020041","01","07","00255","0"
"13122020048","01","07","00260","0"
"13122020039","01","07","00265","0"
"13122020038","01","07","00270","0"
