"dbo","dot_moi","so_moi","stt_moi","dm_capbu"
"13011036780","01","16","07850","0"
"13011036770","01","16","07900","0"
"13011036753","01","16","07950","0"
"13011036760","01","16","08000","0"
"13011036750","01","16","08050","0"
"13011036731","01","16","08100","0"
"13011036730","01","16","08150","0"
"13011036500","01","16","08200","0"
"13011036480","01","17","00050","0"
"13011036470","01","17","00100","0"
"13011036464","01","17","00150","0"
"13011036450","01","17","00200","0"
"13011036460","01","17","00250","0"
"13011036440","01","17","00300","0"
"13011036140","01","17","00350","0"
"13011036150","01","17","00400","0"
"13011036160","01","17","00450","0"
"13011036170","01","17","00500","0"
"13011036180","01","17","00550","0"
"13011036300","01","17","00600","0"
"13011036130","01","17","00650","0"
"13011036120","01","17","00700","0"
"13011036110","01","17","00750","0"
"13011036105","01","17","00800","0"
"13011036100","01","17","00850","0"
"13011036090","01","17","00900","0"
"13011036070","01","17","00950","0"
"13011036066","01","17","01000","0"
"13011036061","01","17","01050","0"
"13011036060","01","17","01100","0"
"13011036050","01","17","01150","0"
"13011036042","01","17","01200","0"
"13011036040","01","17","01250","0"
"13011036030","01","17","01300","0"
"13011035910","01","17","01350","0"
"13011035920","01","17","01400","0"
"13011035930","01","17","01450","0"
"13011035940","01","17","01500","0"
"13011035945","01","17","01550","0"
"13011035950","01","17","01600","0"
"13011035960","01","17","01650","0"
"13011035884","01","17","01700","0"
"13011035885","01","17","01750","0"
"13011035883","01","17","01800","0"
"13011035970","01","17","01850","0"
"13011035969","01","17","01900","0"
"13011036020","01","17","01950","0"
"13011036010","01","17","02000","0"
"13011036015","01","17","02050","0"
"13011036002","01","17","02100","0"
"13011036001","01","17","02150","0"
"13011036000","01","17","02200","0"
"13011035991","01","17","02250","0"
"13011035990","01","17","02300","0"
"13011035980","01","17","02350","0"
"13011035901","01","17","02400","0"
"13011035881","01","17","02450","0"
"13011035880","01","17","02500","0"
"13011035860","01","17","02550","0"
"13011035850","01","17","02600","0"
"13011035840","01","17","02650","0"
"13011035830","01","17","02700","0"
"13011035820","01","17","02750","0"
"13011035811","01","17","02800","0"
"13011035810","01","17","02850","0"
"13011035809","01","17","02900","0"
"13011035630","01","17","02950","0"
"13011035640","01","17","03000","0"
"13011035644","01","17","03050","0"
"13011035648","01","17","03100","0"
"13011035652","01","17","03150","0"
"13011035661","01","17","03200","0"
"13011035660","01","17","03250","0"
"13011035670","01","17","03300","0"
"13011035690","01","17","03350","0"
"13011035695","01","17","03400","0"
"13011035698","01","17","03450","0"
"13011035700","01","17","03500","0"
"13011035705","01","17","03550","0"
"13011035704","01","17","03600","0"
"13011035703","01","17","03650","0"
"13011035710","01","17","03700","0"
"13011035755","01","17","03750","0"
"13011035699","01","17","03800","0"
"13011035720","01","17","03850","0"
"13011035680","01","17","03900","0"
"13011035724","01","17","03950","0"
"13011035729","01","17","04000","0"
"13011035730","01","17","04050","0"
"13011035740","01","17","04100","0"
"13011035649","01","17","04150","0"
"13011035645","01","17","04200","0"
"13122030119","01","17","04250","0"
"13122030118","01","17","04300","0"
"13122030116","01","17","04350","0"
"13122030114","01","17","04400","0"
"13122030117","01","17","04450","0"
"13011035801","01","17","04500","0"
"13011010192","01","17","04550","0"
"13011010193","01","17","04600","0"
"13011010194","01","17","04650","0"
"13011010195","01","17","04700","0"
"13011010196","01","17","04750","0"
"13011035782","01","17","04800","0"
"13011035781","01","17","04850","0"
"13011035780","01","17","04900","0"
"13011035779","01","17","04950","0"
"13011035770","01","17","05000","0"
"13011035760","01","17","05050","0"
"13011035750","01","17","05100","0"
"13011035749","01","17","05150","0"
"13011035612","01","17","05200","0"
"13011035610","01","17","05250","0"
"13011035600","01","17","05300","0"
"13011035601","01","17","05350","0"
"13011035590","01","17","05400","0"
"13011035580","01","17","05450","0"
"13011035570","01","17","05500","0"
"13011035560","01","17","05550","0"
"13011035551","01","17","05600","0"
"13011035550","01","17","05650","0"
"13011035540","01","17","05700","0"
"13011010400","01","17","05750","0"
"13011010349","01","17","05800","0"
"13011010350","01","17","05850","0"
"13011010390","01","17","05900","0"
"13011010380","01","17","05950","0"
"13011010370","01","17","06000","0"
"13011010401","01","17","06050","0"
"13011010060","01","17","06100","0"
"13011010120","01","17","06150","0"
"13011010130","01","17","06200","0"
"13011010100","01","17","06250","0"
"13011010110","01","17","06300","0"
"13011010125","01","17","06350","0"
"13011010140","01","17","06400","0"
"13011010160","01","17","06450","0"
"13011010170","01","17","06500","0"
"13011010180","01","17","06550","0"
"13011010200","01","17","06600","0"
"13011010220","01","17","06650","0"
"13011010225","01","17","06700","0"
"13011010260","01","17","06750","0"
"13011010270","01","17","06800","0"
"13011010290","01","17","06850","0"
"13011010310","01","17","06900","0"
"13011010315","01","17","06950","0"
"13011010330","01","17","07000","0"
"13011010340","01","17","07050","0"
"13011010320","01","17","07100","0"
"13011010300","01","17","07150","0"
"13011010280","01","17","07200","0"
"13011010250","01","17","07250","0"
"13011010240","01","17","07300","0"
"13011010230","01","17","07350","0"
"13011010210","01","17","07400","0"
"13011010150","01","17","07450","0"
"13011010191","01","17","07500","0"
"13011010190","01","17","07550","0"
"13122030121","01","17","07600","0"
"13122030050","01","17","07650","0"
"13122030060","01","17","07700","0"
"13122030070","01","17","07750","0"
"13122030080","01","17","07800","0"
"13122030090","01","17","07850","0"
"13122030100","01","17","07900","0"
"13122030101","01","17","07950","0"
"13122030091","01","17","08000","0"
"13122030104","01","17","08050","0"
"13122030103","01","17","08100","0"
"13122030102","01","17","08150","0"
"13122030108","01","18","00050","0"
"13122030109","01","18","00100","0"
"13122030115","01","18","00150","0"
"13122030107","01","18","00200","0"
"13122030106","01","18","00250","0"
"13122030110","01","18","00300","0"
"13122030130","01","18","00350","0"
"13122030120","01","18","00400","0"
"13122030134","01","18","00450","0"
"13122030135","01","18","00500","0"
"13122038519","01","18","00550","0"
"13122038520","01","18","00600","0"
"13122030150","01","18","00650","0"
"13122030166","01","18","00700","0"
"13122030140","01","18","00750","0"
"13122030161","01","18","00800","0"
"13122030160","01","18","00850","0"
"13122030162","01","18","00900","0"
"13122030170","01","18","00950","0"
"13122030180","01","18","01000","0"
"13122030190","01","18","01050","0"
"13122030200","01","18","01100","0"
"13122030210","01","18","01150","0"
"13122030220","01","18","01200","0"
"13122030221","01","18","01250","0"
"13122030230","01","18","01300","0"
"13122030240","01","18","01350","0"
"13122030250","01","18","01400","0"
"13122030260","01","18","01450","0"
"13122030270","01","18","01500","0"
"13122030280","01","18","01550","0"
"13122030360","01","18","01600","0"
"13122030370","01","18","01650","0"
"13122030380","01","18","01700","0"
"13122030390","01","18","01750","0"
"13122030400","01","18","01800","0"
"13122030410","01","18","01850","0"
"13122030420","01","18","01900","0"
"13122030430","01","18","01950","0"
"13122030440","01","18","02000","0"
"13122030450","01","18","02050","0"
"13122030460","01","18","02100","0"
"13122030470","01","18","02150","0"
"13122030480","01","18","02200","0"
"13122030490","01","18","02250","0"
"13122030495","01","18","02300","0"
"13122030500","01","18","02350","0"
"13122030510","01","18","02400","0"
"13122030520","01","18","02450","0"
"13122030530","01","18","02500","0"
"13122030531","01","18","02550","0"
"13122030532","01","18","02600","0"
"13122030533","01","18","02650","0"
"13122030540","01","18","02700","0"
"13122030542","01","18","02750","0"
"13122030541","01","18","02800","0"
"13122030543","01","18","02850","0"
"13122030550","01","18","02900","0"
"13122030551","01","18","02950","0"
"13122030560","01","18","03000","0"
"13122030580","01","18","03050","0"
"13122030590","01","18","03100","0"
"13122030600","01","18","03150","0"
"13122030610","01","18","03200","0"
"13122030611","01","18","03250","0"
"13122030620","01","18","03300","0"
"13122030630","01","18","03350","0"
"13122030636","01","18","03400","0"
"13122030639","01","18","03450","0"
"13122030640","01","18","03500","0"
"13122030650","01","18","03550","0"
"13122030660","01","18","03600","0"
"13122030670","01","18","03650","0"
"13122030680","01","18","03700","0"
"13122030690","01","18","03750","0"
"13122030700","01","18","03800","0"
"13122030720","01","18","03850","0"
"13122030710","01","18","03900","0"
"13122030730","01","18","03950","0"
"13122030310","01","18","04000","0"
"13122030320","01","18","04050","0"
"13122030330","01","18","04100","0"
"13122030340","01","18","04150","0"
"13122030350","01","18","04200","0"
"13122030300","01","18","04250","0"
"13122030291","01","18","04300","0"
"13122030290","01","18","04350","0"
"13122030285","01","18","04400","0"
"13122030740","01","18","04450","0"
"13122030750","01","18","04500","0"
"13122030760","01","18","04550","0"
"13122030770","01","18","04600","0"
"13122030780","01","18","04650","0"
"13122030790","01","18","04700","0"
"13122030800","01","18","04750","0"
"13122030810","01","18","04800","0"
"13122030571","01","18","04850","0"
"13122030570","01","18","04900","0"
"13011036290","01","18","04950","0"
"13011036270","01","18","05000","0"
"13011036265","01","18","05050","0"
"13011036365","01","18","05100","0"
"13011036240","01","18","05150","0"
"13011036230","01","18","05200","0"
"13011036220","01","18","05250","0"
"13011036212","01","18","05300","0"
"13011036210","01","18","05350","0"
"13011036200","01","18","05400","0"
"13011036190","01","18","05450","0"
"13011036213","01","18","05500","0"
"13011036225","01","18","05550","0"
"13011036322","01","18","05600","0"
"13011036340","01","18","05650","0"
"13011036350","01","18","05700","0"
"13011036360","01","18","05750","0"
"13011036380","01","18","05800","0"
"13011036395","01","18","05850","0"
"13011036402","01","18","05900","0"
"13011036401","01","18","05950","0"
"13011036420","01","18","06000","0"
"13011036430","01","18","06050","0"
"13011036355","01","18","06100","0"
"13011036412","01","18","06150","0"
"13011036410","01","18","06200","0"
"13011036400","01","18","06250","0"
"13011036390","01","18","06300","0"
"13011036370","01","18","06350","0"
"13011036323","01","18","06400","0"
"13011036324","01","18","06450","0"
"13011036321","01","18","06500","0"
"13011036304","01","18","06550","0"
"13011036303","01","18","06600","0"
"13011036301","01","18","06650","0"
"13011036260","01","18","06700","0"
"13011036250","01","18","06750","0"
"13011036280","01","18","06800","0"
"13011036279","01","18","06850","0"
"13011036580","01","18","06900","0"
"13011039426","01","18","06950","0"
"13011039425","01","18","07000","0"
"13011039420","01","18","07050","0"
"13011039411","01","18","07100","0"
"13011039410","01","18","07150","0"
"13011039415","01","18","07200","0"
"13011039406","01","18","07250","0"
"13011039405","01","18","07300","0"
"13011039400","01","18","07350","0"
"13011039450","01","18","07400","0"
"13011039360","01","18","07450","0"
"13011039365","01","18","07500","0"
"13011039370","01","18","07550","0"
"13011039431","01","18","07600","0"
"13011039443","01","18","07650","0"
"13011039430","01","18","07700","0"
"13011039432","01","18","07750","0"
"13011039434","01","18","07800","0"
"13011039435","01","18","07850","0"
"13011039436","01","18","07900","0"
"13011039439","01","18","07950","0"
"13011039437","01","18","08000","0"
"13011039438","01","18","08050","0"
"13011039386","01","18","08100","0"
"13011039387","01","18","08150","0"
"13011039398","01","18","08200","0"
"13011039441","01","19","00050","0"
"13011039389","01","19","00100","0"
"13011039442","01","19","00150","0"
"13011039391","01","19","00200","0"
"13011039392","01","19","00250","0"
"13011039393","01","19","00300","0"
"13011039388","01","19","00350","0"
"13011039394","01","19","00400","0"
"13011039395","01","19","00450","0"
"13011039396","01","19","00500","0"
"13011039397","01","19","00550","0"
"13011039493","01","19","00600","0"
"13011039491","01","19","00650","0"
"13011039492","01","19","00700","0"
"13011039490","01","19","00750","0"
"13011039485","01","19","00800","0"
"13011039355","01","19","00850","0"
"13011039480","01","19","00900","0"
"13011039476","01","19","00950","0"
"13011039475","01","19","01000","0"
"13011039473","01","19","01050","0"
"13011039472","01","19","01100","0"
"13011039470","01","19","01150","0"
"13011039468","01","19","01200","0"
"13011039467","01","19","01250","0"
"13011039466","01","19","01300","0"
"13011039465","01","19","01350","0"
"13011039464","01","19","01400","0"
"13011039460","01","19","01450","0"
"13011039455","01","19","01500","0"
"13011039454","01","19","01550","0"
"13011039449","01","19","01600","0"
"13011039445","01","19","01650","0"
"13011039440","01","19","01700","0"
"13011039375","01","19","01750","0"
"13011039380","01","19","01800","0"
"13011039385","01","19","01850","0"
"13011039384","01","19","01900","0"
"13011036740","01","19","01950","0"
"13011036510","01","19","02000","0"
"13011036502","01","19","02050","0"
"13011036503","01","19","02100","0"
"13011036520","01","19","02150","0"
"13011036530","01","19","02200","0"
"13011036531","01","19","02250","0"
"13011036540","01","19","02300","0"
"13011036542","01","19","02350","0"
"13011036543","01","19","02400","0"
"13011036752","01","19","02450","0"
"13011036545","01","19","02500","0"
"13011036550","01","19","02550","0"
"13011036560","01","19","02600","0"
"13011036561","01","19","02650","0"
"13011036490","01","19","02700","0"
"13011036491","01","19","02750","0"
"13011036564","01","19","02800","0"
"13011036572","01","19","02850","0"
"13011036570","01","19","02900","0"
"13011036578","01","19","02950","0"
"13011036726","01","19","03000","0"
"13011036725","01","19","03050","0"
"13011036724","01","19","03100","0"
"13011036720","01","19","03150","0"
"13011036710","01","19","03200","0"
"13011036700","01","19","03250","0"
"13011036705","01","19","03300","0"
"13011036690","01","19","03350","0"
"13011036680","01","19","03400","0"
"13011036679","01","19","03450","0"
"13011036670","01","19","03500","0"
"13011036671","01","19","03550","0"
"13011036660","01","19","03600","0"
"13011036661","01","19","03650","0"
"13011036650","01","19","03700","0"
"13011036565","01","19","03750","0"
"13011036640","01","19","03800","0"
"13011036630","01","19","03850","0"
"13011036625","01","19","03900","0"
"13011036621","01","19","03950","0"
"13011036620","01","19","04000","0"
"13011036618","01","19","04050","0"
"13011036611","01","19","04100","0"
"13011036610","01","19","04150","0"
"13011036600","01","19","04200","0"
"13011036595","01","19","04250","0"
"13011036590","01","19","04300","0"
"13011036292","01","19","04350","0"
"13011036295","01","19","04400","0"
"13122030820","01","19","04450","0"
"13122030830","01","19","04500","0"
"13122030831","01","19","04550","0"
"13122030840","01","19","04600","0"
"13122030850","01","19","04650","0"
"13122030860","01","19","04700","0"
"13122030870","01","19","04750","0"
"13122030880","01","19","04800","0"
"13122030890","01","19","04850","0"
"13122030900","01","19","04900","0"
"13122030910","01","19","04950","0"
"13122030920","01","19","05000","0"
"13122030930","01","19","05050","0"
"13122030940","01","19","05100","0"
"13122030950","01","19","05150","0"
"13122030959","01","19","05200","0"
"13122030960","01","19","05250","0"
"13122030971","01","19","05300","0"
"13122030970","01","19","05350","0"
"13122030973","01","19","05400","0"
"13122030980","01","19","05450","0"
"13122030989","01","19","05500","0"
"13122030990","01","19","05550","0"
"13122031000","01","19","05600","0"
"13122031010","01","19","05650","0"
"13122031020","01","19","05700","0"
"13122031030","01","19","05750","0"
"13122031040","01","19","05800","0"
"13122031050","01","19","05850","0"
"13122031060","01","19","05900","0"
"13122031061","01","19","05950","0"
"13122031067","01","19","06000","0"
"13122031068","01","19","06050","0"
"13122031070","01","19","06100","0"
"13122031080","01","19","06150","0"
"13122031090","01","19","06200","0"
"13122031091","01","19","06250","0"
"13122031100","01","19","06300","0"
"13122031101","01","19","06350","0"
"13122031110","01","19","06400","0"
"13122031120","01","19","06450","0"
"13122031130","01","19","06500","0"
"13122031140","01","19","06550","0"
"13122031150","01","19","06600","0"
"13122031160","01","19","06650","0"
"13122031170","01","19","06700","0"
"13122031175","01","19","06750","0"
"13122031180","01","19","06800","0"
"13122031182","01","19","06850","0"
"13122031183","01","19","06900","0"
"13122031184","01","19","06950","0"
"13122031190","01","19","07000","0"
"13122031200","01","19","07050","0"
"13122031210","01","19","07100","0"
"13122031211","01","19","07150","0"
"13122031220","01","19","07200","0"
"13122031225","01","19","07250","0"
"13122031230","01","19","07300","0"
"13122031240","01","19","07350","0"
"13122031250","01","19","07400","0"
"13122031251","01","19","07450","0"
"13122031310","01","19","07500","0"
"13122031299","01","19","07550","0"
"13122031301","01","19","07600","0"
"13122031302","01","19","07650","0"
"13122031300","01","19","07700","0"
"13122031255","01","19","07750","0"
"13122031260","01","19","07800","0"
"13122031261","01","19","07850","0"
"13122031280","01","19","07900","0"
"13122031270","01","19","07950","0"
"13122031290","01","19","08000","0"
"13122037010","01","19","08050","0"
"13122037030","01","19","08100","0"
"13122037040","01","19","08150","0"
"13122037050","01","20","00050","0"
"13122037070","01","20","00100","0"
"13122037080","01","20","00150","0"
"13122037095","01","20","00200","0"
"13122037090","01","20","00250","0"
"13122037100","01","20","00300","0"
"13122037060","01","20","00350","0"
"13122037110","01","20","00400","0"
"13122037601","01","20","00450","0"
"13122037600","01","20","00500","0"
"13122036990","01","20","00550","0"
"13122036980","01","20","00600","0"
"13122036970","01","20","00650","0"
"13122036971","01","20","00700","0"
"13122036372","01","20","00750","0"
"13122036960","01","20","00800","0"
"13122036950","01","20","00850","0"
"13122036940","01","20","00900","0"
"13122036930","01","20","00950","0"
"13122036920","01","20","01000","0"
"13122036910","01","20","01050","0"
"13122036900","01","20","01100","0"
"13122036890","01","20","01150","0"
"13122036881","01","20","01200","0"
"13122036880","01","20","01250","0"
"13122036870","01","20","01300","0"
"13122036860","01","20","01350","0"
"13122036850","01","20","01400","0"
"13122036840","01","20","01450","0"
"13122036830","01","20","01500","0"
"13122036829","01","20","01550","0"
"13122036820","01","20","01600","0"
"13122036810","01","20","01650","0"
"13122036800","01","20","01700","0"
"13122036790","01","20","01750","0"
"13122036780","01","20","01800","0"
"13122036760","01","20","01850","0"
"13122036750","01","20","01900","0"
"13122036740","01","20","01950","0"
"13122036730","01","20","02000","0"
"13122036720","01","20","02050","0"
"13122036710","01","20","02100","0"
"13122036700","01","20","02150","0"
"13122036690","01","20","02200","0"
"13122036680","01","20","02250","0"
"13122036670","01","20","02300","0"
"13122036660","01","20","02350","0"
"13122036661","01","20","02400","0"
"13122036662","01","20","02450","0"
"13122036663","01","20","02500","0"
"13122036664","01","20","02550","0"
"13122036665","01","20","02600","0"
"13122036659","01","20","02650","0"
"13122036658","01","20","02700","0"
"13122036657","01","20","02750","0"
"13122036656","01","20","02800","0"
"13122036655","01","20","02850","0"
"13122036654","01","20","02900","0"
"13122036653","01","20","02950","0"
"13122056554","01","20","03000","0"
"13122036650","01","20","03050","0"
"13122036640","01","20","03100","0"
"13122036630","01","20","03150","0"
"13122036620","01","20","03200","0"
"13122036621","01","20","03250","0"
"13122036610","01","20","03300","0"
"13122036600","01","20","03350","0"
"13122036590","01","20","03400","0"
"13122036580","01","20","03450","0"
"13122036572","01","20","03500","0"
"13122036571","01","20","03550","0"
"13122036570","01","20","03600","0"
"13122036560","01","20","03650","0"
"13122036550","01","20","03700","0"
"13122036540","01","20","03750","0"
"13122036520","01","20","03800","0"
"13122036510","01","20","03850","0"
"13122036500","01","20","03900","0"
"13122036495","01","20","03950","0"
"13122035909","01","20","04000","0"
"13122036490","01","20","04050","0"
"13122036480","01","20","04100","0"
"13122036470","01","20","04150","0"
"13122036460","01","20","04200","0"
"13122036455","01","20","04250","0"
"13122036450","01","20","04300","0"
"13122036440","01","20","04350","0"
"13122036430","01","20","04400","0"
"13122036420","01","20","04450","0"
"13122035810","01","20","04500","0"
"13122035798","01","20","04550","0"
"13122036410","01","20","04600","0"
"13122036400","01","20","04650","0"
"13122036395","01","20","04700","0"
"13122036390","01","20","04750","0"
"13122036380","01","20","04800","0"
"13122036370","01","20","04850","0"
"13122036360","01","20","04900","0"
"13122036350","01","20","04950","0"
"13122036340","01","20","05000","0"
"13122036330","01","20","05050","0"
"13122036320","01","20","05100","0"
"13122036311","01","20","05150","0"
"13122036310","01","20","05200","0"
"13122036300","01","20","05250","0"
"13122036290","01","20","05300","0"
"13122036280","01","20","05350","0"
"13122036270","01","20","05400","0"
"13122036260","01","20","05450","0"
"13122036250","01","20","05500","0"
"13122036240","01","20","05550","0"
"13122036230","01","20","05600","0"
"13122036229","01","20","05650","0"
"13122036210","01","20","05700","0"
"13122036200","01","20","05750","0"
"13122036220","01","20","05800","0"
"13122036190","01","20","05850","0"
"13122036180","01","20","05900","0"
"13122036178","01","20","05950","0"
"13122036170","01","20","06000","0"
"13122036160","01","20","06050","0"
"13122036150","01","20","06100","0"
"13122036140","01","20","06150","0"
"13122036130","01","20","06200","0"
"13122036120","01","20","06250","0"
"13122036110","01","20","06300","0"
"13122036100","01","20","06350","0"
"13122036090","01","20","06400","0"
"13122036082","01","20","06450","0"
"13122036081","01","20","06500","0"
"13122036080","01","20","06550","0"
"13122036070","01","20","06600","0"
"13122036060","01","20","06650","0"
"13122036050","01","20","06700","0"
"13122036040","01","20","06750","0"
"13122036031","01","20","06800","0"
"13122036615","01","20","06850","0"
"13122036030","01","20","06900","0"
"13122036020","01","20","06950","0"
"13122036011","01","20","07000","0"
"13122036010","01","20","07050","0"
"13122036000","01","20","07100","0"
"13122035980","01","20","07150","0"
"13122035970","01","20","07200","0"
"13122035960","01","20","07250","0"
"13122035940","01","20","07300","0"
"13122035930","01","20","07350","0"
"13122035920","01","20","07400","0"
"13122035910","01","20","07450","0"
"13122035900","01","20","07500","0"
"13122035890","01","20","07550","0"
"13122035880","01","20","07600","0"
"13122035870","01","20","07650","0"
"13122035860","01","20","07700","0"
"13122035850","01","20","07750","0"
"13122035840","01","20","07800","0"
"13122035830","01","20","07850","0"
"13122035825","01","20","07900","0"
"13122035820","01","20","07950","0"
"13122035800","01","20","08000","0"
"13122035790","01","20","08050","0"
"13122035770","01","20","08100","0"
"13122035760","01","20","08150","0"
"13122035750","01","20","08200","0"
"13122035740","01","21","00050","0"
"13122035730","01","21","00100","0"
"13122035419","01","21","00150","0"
"13122035420","01","21","00200","0"
"13122035430","01","21","00250","0"
"13122035440","01","21","00300","0"
"13122035450","01","21","00350","0"
"13122035460","01","21","00400","0"
"13122035462","01","21","00450","0"
"13122035464","01","21","00500","0"
"13122035470","01","21","00550","0"
"13122035475","01","21","00600","0"
"13122035480","01","21","00650","0"
"13122035501","01","21","00700","0"
"13122035490","01","21","00750","0"
"13122035500","01","21","00800","0"
"13122035508","01","21","00850","0"
"13122035510","01","21","00900","0"
"13122035515","01","21","00950","0"
"13122035520","01","21","01000","0"
"13122035530","01","21","01050","0"
"13122035531","01","21","01100","0"
"13122035540","01","21","01150","0"
"13122035550","01","21","01200","0"
"13122035560","01","21","01250","0"
"13122035570","01","21","01300","0"
"13122035572","01","21","01350","0"
"13122035580","01","21","01400","0"
"13122035590","01","21","01450","0"
"13122035600","01","21","01500","0"
"13122035610","01","21","01550","0"
"13122035611","01","21","01600","0"
"13122035620","01","21","01650","0"
"13122035630","01","21","01700","0"
"13122035635","01","21","01750","0"
"13122035640","01","21","01800","0"
"13122035650","01","21","01850","0"
"13122035660","01","21","01900","0"
"13122035680","01","21","01950","0"
"13122035690","01","21","02000","0"
"13122035670","01","21","02050","0"
"13122035700","01","21","02100","0"
"13122035710","01","21","02150","0"
"13122035720","01","21","02200","0"
"13122050311","01","21","02250","0"
"13122050309","01","21","02300","0"
"13122050307","01","21","02350","0"
"13122050306","01","21","02400","0"
"13011035278","01","21","02450","0"
"13011035277","01","21","02500","0"
"13011035275","01","21","02550","0"
"13011035274","01","21","02600","0"
"13011035276","01","21","02650","0"
